,Name,Style,ABV,IBU,Rating,Description
5635,Salvatge Edició Boscana,"Spice, Herb o Vegetable Beer",,,,"Salvatge Edición Boscana
Cerveza de alta fermentación elaborada en medio de la Serra de Tramuntana con higos mallorquines.
Suave ,frutada, aromática y refrescante; se encuentra el dulzor de los higos naturales, recuerdos florales y herbales.
 
Siempre he tenido el recuerdo de ir a coger ..."
5636,La Negra de las Doce Castanha,"Spice, Herb o Vegetable Beer",5.2,,,La Negra de las Doce Castanha
5637,CESC Júlia,Ale,4.6,22.0,,"CESC Júlia
Cervesa torrada de color marró tèrbol. Destaca pel seu aroma a cafè. Cos lleuger i amb poca amargor. Molt poca presència de carbònic."
5638,La Calavera Alice The Dog,American IPA,7.5,75.0,3.67,"Alice The Dog - Alice The Dog Eats Melanoidin
India Pale Ale
I’m not a monkey, I’m not a horse
Una American IPA de aspecto claramente anaranjado, aromas y sabores afrutados, cítricos y a bosques del oeste.
 "
5639,Old Skull Amarillo Pale Ale,American Pale Ale,5.0,65.0,,"Amarillo Pale Ale es una cerveza pálida de estilo americano (A.P.A.). Combina cuatro maltas y cuatro lúpulos, una cerveza que oscila entre 4,9% y 5 % alc.
Su presencia es de una densidad media con ligera turbulencia. El color oscila entre el ámbar anaranjado y el ocre-amarillo profundo con  ..."
5640,Orito San Pascual,Pale Ale,4.0,,,"Orito San Pascual eco
Cerveza ecológica.
La cerveza San Pascual es nuestra última creación. Su etiqueta minimalista no debe confundirse con su sabor y es que la malta 100% Pale ale de esta cerveza, crean un aroma sumamente complejo y delicado a malta pura de cebada. Sin lugar a dudas es un ..."
5641,Brux Brewery Misa Negra,Imperial Stout,8.7,72.0,4.4,"Brux Brewery Misa Negra
 
Edición limitada de esta Imperial Stout de invierno, con etiqueta diseño ElDimitry."
5642,Althaia Christmas Ale 2014,Christmas-Winter Specialty Spiced Beer,8.0,36.0,,"Althaia Artesana Christmas Ale 2014
 
Nuestro espíritu inquieto y en constante búsqueda nos ha llevado a ofreceros la nueva Althaia Artesana Christmas Ale 2014. Una edición limitada de Cerveza de Navidad, para disfrutar de estas fechas y deleitar nuestros paladares con este especial tipo  ..."
5643,Galana Prohibida,Pale Ale,4.5,,,"Prohibida
Esta es la primera cerveza artesana de arroz que nace como fruto de la colaboración entre arroz Sivaris y cervezas Galana aunando experiencia, calidad y un diseñoinnovador.
Para su elaboración hemos empleado arroz prohibido (Sivaris Black), un arroz tan especial que en la antigua ..."
5644,La Subirana Irish Red Extra,Irish Red Ale,6.0,41.0,3.19,La Subirana Irish Red Extra és una cervesa elaborada amb una combinació de tres malts torrats i caramelitzats seleccionats que li otorguen l'aspecte vermellós típic d'aquesta  especialitat irlandesa així com el seu sabor característic.
5645,Cabbeer Envejecida,Wood-Aged Beer,8.5,47.0,,"Cabbeer Envejecida
Cerveza Envejecida en Barricas de Pedro Ximenez
Elaborada con maltas tostadas de cebada, con un contenido alcohólico de 8.5% y un toque suave aportado por el envejecimiento durante más de 6 meses en barricas de roble dedicadas previamente a la crianza de vino de Pedro Xim ..."
5646,Cabbeer Excite,"Spice, Herb o Vegetable Beer",5.5,22.0,3.2,"Cabbeer Excite
Elaborada con maltas tostadas de cebada y un ingrediente extremadamente exclusivo: Ajo Negro.
Muy valorado en la alta cocina, con múltiples propiedades tanto organolépticas como para la salud, rico en antioxidantes. Un contenido alcohólico de 5.5%, aromas a regaliz y caramel ..."
5647,Cabbeer Dorada,Ale,5.5,35.0,3.03,"Cabbeer Dorada  
Fabricada con mezcla de maltas ligeramente tostadas de cebada, con un contenido alcohólico de 5.5%, aromas florales y herbales por el uso de Lúpulo Amarillo.
Extremadamente aromática y con un punto de amargor muy agradable: refrescante y con cuerpo.
 "
5648,La Subirana Negra,Stout,6.3,43.0,4.35,"La Subirana Negra, elaborada amb 5 malts d'ordi, blat i civada que li donen una textura i densitat única. Amb aromes de toffe, regalèsia i xocolata negra. De postgust llarg i persistent."
5649,Monkey Beer Mamba Negra,American Stout,7.8,35.0,3.31,"Mamba Negra
Aromática e intensa, con sabores tostados y torrefactos combinados con notas dulces y cuerpo pleno y cremoso.
Idónea para beber como un brandy/cognac en un snifter después de una comida o acompañando postres de chocolate"
5650,Monkey Beer Mr. Pink,India Pale Ale,5.9,50.0,3.37,"Mr Pink
Intenso aroma a lúpulo con carácter floral y cítrico, balance óptimo con los sabores de la malta."
5651,La Cala Laujareña Navidad 2014,Imperial Stout,,,,"Laujareña Imperial Stout Edición Limitada Navidad 2014
Con agua de Laujar de Andarax, 5 maltas especiales, lúpulo, azúcar moreno, miel de romero de Laujar, pimienta jamaicana y levadura especial. "
5652,La Sagra Frambuesa Ácida,Fruit Beer,8.0,,3.09,"La Sagra Frambuesa Ácida
Fruit Beer
Cerveza triple malta, sabor y aroma a frambuesa, matices ácidos de la fruta, en contraste con los toques dulces y caramelizados procedentes de las maltas caramelo. Retrogusto con un final amargo. De color rojizo oscuro, cuerpo aterciopelado y cremoso.
Ce ..."
5653,Vier Fest Red IPA,India Pale Ale,7.3,100.0,3.56,"Vierfest Red IPAElaborada para celebrar el primer aniversario del nacimiento de Cerveza Artesana Vier
 
Amarga y aromática."
5654,Valentia Homebrew American Pale Ale,American Pale Ale,5.2,28.0,3.5,Valentia Homebrew American Pale Ale
5655,Dama Alaricana Extraperla,Stout,5.2,35.0,3.24,"Dama Alaricana ExtraperlaCerveza negra, Coffee StoutContiene cafeína 125mg/100m” Negra sombra que me envolve,sensacións novas por descubrir,café que esperta os sentidos,facendo meus soños partir. “"
5656,Dama Alaricana Four Malts,Malta,25.0,,,"Dama Alaricana Four Malts
Licor de cebada malteada.
Este Licor de Cuatro Maltas se elabora de forma artesanal con ingredientes 100% naturales, mediante maceración de cuatro maltas de cebada y lúpulo en un destilado de cebada y maíz. 
Sin extractos, sin colorantes, sin aditivos. Para apre ..."
5657,Laugar Ehun IBU,Imperial IPA,7.3,104.0,,Laugar Ehun IBU
5658,Laugar  tR-IPA,India Pale Ale,7.2,60.0,,Laugar tR-IPA
5659,Trinidad American Pale Ale,American Pale Ale,6.6,36.0,,"Es una cerveza con carácter, compleja, de color ámbar oscuro y con un poderoso aroma y sabor a lúpulo debido al Dry Hopping.
¡Esta cerveza no te dejará indiferente!"
5660,Trinidad Blond Ale,Blonde Ale,4.7,23.0,,"Es una cerveza muy refrescante, ideal para calmar la sed y disfrutar de una buena cerveza artesana. Posee un dulce aroma y sabor a malta con un final ligeramente amargo."
5661,3 Froggs Brewers Imperial Highlands Stout,Imperial Stout,9.0,50.0,4.0,"3 Froggs Brewers Imperial Highlands Stout
Con malta turbada y virutas de roble con whisky escocés, para a quien os gusta el whisky, los sabores intensos o las cervezas negras.
""Aroma y sabor de torba fumada amb subtils notes de fruites diverses, vainilla y xocolata, que acompanya la calidesa ..."
5662,Marbel Baltasar,Christmas-Winter Specialty Spiced Beer,7.6,,2.82,"Baltasar (Porter Winter Spice Beer)
Esta cerveza no podía ser mas que oscura y con sabor a café y a cacao, con un cuerpo espeso y una graduación alcohólica de 7'6% cierra la oferta de nuestras cervezas especiales de navidad."
5663,Marbel Gaspar,Christmas-Winter Specialty Spiced Beer,7.6,,2.68,"Gaspar (Sour Winter Spice Beer)
Cerveza de color ámbar se caracteriza por su acidez que recuerda a la sidra o al Champagne y a el toque picante que te deja en la boca gracias a la incorporación de la guindilla fantasma a la receta. "
5664,Marbel Melchor,Christmas-Winter Specialty Spiced Beer,7.8,,2.69,"Melchor
Cerveza rubia (Blonde Winter Spice Beer) de un dorado intenso, con cuerpo y 7,8% alc. Con un sabor especiado y un ligero retrogusto a anís estrellado. acompañado por su aroma a naranja, hacen de ella una cerveza navideña muy agradable."
5665,Mustache Negra Marinera,American Brown Ale,5.3,25.0,3.3,"Durante siglos, en los pueblos marineros de Europa existe la tradición de acompañar las ostras y mariscos con cerveza negra. 
Mustache adopta ese maridaje perfecto y crea la primera Cerveza Negra del mundo elaborada con Agua de Mar. Recogida y purificada por Sie7e Mares en las frías aguas d ..."
5666,Medina Galaxy IPA,India Pale Ale,7.0,80.0,3.58,"Medina galaxy IPA
Monovarietal de lúpulo neozelandés Galaxy, aromática, cítrica, resinosa."
5667,Medina Little Big Hop,Imperial IPA,7.8,80.0,3.86,"Medina Little Big Hop
Imperial IPA: Little Big Hop, 7,8 % de alcohol y 80 IBU de lúpulos americanos sobre una base menos maltosa que en la 888... para amantes del lúpulo."
5668,Fills del Pecat Deu es Negre,Porter,5.0,21.0,3.25,"Deu és Negre
Porter con lúpulo americano al que se extrae unicamente el amargor, malta pale ale, copos de avena y roasted barley.
Elaborada con ingredientes populares de nuestra terreta, semillas de algarrobo y unos toques a almendras. presencia de tostados y notas de chocolate que equilibr ..."
5669,Fills del Pecat Wasabic,Ale,4.5,21.0,3.03,"Wasabic
Malta pils característica de las cervezas rubias con lúpulo summit para darle aroma citrico y amargor.
Sus raíces de wasabi cultivadas en laberintos montañosos de Japon se fusionan felizmente con la pimienta china de sichuan, suavizando y transformando lo picante en extremadamente ..."
5670,Tacoa El Teide,Pale Ale,4.5,,,"Tacoa El Teide
La cerveza exclusiva que solo se puede degustar en el mismo corazón de la montaña más alta de España: El Teide (3.718 metros). El mejor y único lugar del mundo para adquirirla es a 2200 metros de altura, en el Parador del Parque Nacional . Allí es donde mejor se aprecia su ..."
5671,Cornèlia Soul,Blonde Ale,4.9,40.0,,"Cornèlia Soul
Summer Ale
Cervesa rossa d’escuma blanca i densa. Aroma cítric i a fruita dolça. Cos mig i carbonatació lleugera. Complaent gust cítric i a mango amb una amargor persistent compensada per un rerefons maltòs sempre present. Maridatge: Pollastre a la taronja, hamburguesa d ..."
5672,Cornèlia Rumba,Pale Ale,5.4,32.0,3.22,"Cornèlia Rumba
Pale Ale ""La Rumba de la Cornèlia""
Cervesa torrada amb tonalitats ataronjades. Escuma beix i persistent. Aroma a caramel amb rerefons d’espècies. Cos mig. Gust a mel amb espècies que aporten els llúpols, contrarestat per la dolçor de la malta. Final amb una amargó suau ..."
5673,Suevia Beersolvon,American Barleywine,13.0,,,"Beersolvon
Barley Wine de 13% alc envejecida 6 meses en barrica de aguardiente. Edicion limitada"
5674,Mateo & Bernabé 29 Daniel,Robust Porter,8.0,26.0,3.7,"29 Daniel
Robust Porter envejecida en barrica de vino de Rioja"
5675,Minairons Sac De Rocs,American Amber Ale,7.0,84.0,3.55,"Minairons Sac De Rocs
Cerveza de estilo American Amber Ale de de color rojizo, tostada. Es muy maltosa, con un potente 84 IBUs, como consecuencia de el uso de lúpulos Americanos. As u vez es una cerveza muy afrutada y con toques cítricos que recuerdan al mango.
Al disfrutarla verás, y especi ..."
5676,De Caelo Toga,Russian Imperial Stout,8.8,,4.2,"TOGA
Cerveza realizada para el El Colegio de Abogados de Granollers con fines solidarios.
“Vestida de color negro opaco, solemne y elegante textura, destacan aromas y sabores torrefactos con notas de café, regaliz y chocolate, junto con unos sutiles aromas cítricos que otorgan frescura y  ..."
5677,De Caelo Sladek Porter,Porter,0.0,45.0,2.78,"De Caelo Sladek PorterTenemos el placer de presentar la primera cerveza De Caelo, se trata de una porter con lúpulos Chinook y Sladek. La etiqueta ha sido diseñada por nuestro amigo Pedro Gomez ( pedrogomezart.com), y sinceramente... se nos ha ido un poco la mano con el lúpulo"
5678,Antiga Ale Conner,Pale Ale,5.0,20.0,3.23,"Ale Conner
Las maltas utilizadas son pale, crystal y melanoidin, le confieren un tono ambarino rojizo con notas de carmelo, tofe, pasas, etc. variando el tono de color del estilo original pero manteniendo un sabor suave.
El lúpulo E.K. Goldings tradicional del Reino Unido considerado como lúp ..."
5679,Ginesart Licor de Cervesa,Specialty Beer,23.0,,,"Ginesart Licor de Cervesa
Es el primer licor de cerveza del mercado elaborado en Cataluña y en la península, ideal como copa después de las comidas. Elaborado con cerveza Ginesart que ha estado guardado en botella por lo menos 3 meses.Nota de cata:Dulce, con gusto primero al alcohol y final ..."
5680,Ginesart Il.lusio de mel,Specialty Beer,5.2,,,"Elaborada cada año para la Firabril del Perelló, la podéis encontrar en el mercado en abril y hasta acabar las existencias.Se trata de una cerveza ligera con toques delicados a frutas maduras y un final en boca a miel. Muy refescante en días de calor.Estilo Cervecero: Honey Ale. Cerveza rub ..."
5681,Ginesart Fosqueta,Porter,4.5,,,"Elaborada para la Fira Raure 2013 de Ginestar.Es una cerveza negra, con unas características especiales, gusto tostado dulce, con mucho cuerpo y un final que recuerda a frutos secos y café.Estilo Cervecero: Porter. Cerveza negra. Muy refrescante y aromática. Tiene un aspecto turbio y una esp ..."
5682,Ginesart Trilita,Specialty Beer,8.0,,,"Elaborada para la Fira Raure 2014 de Ginestar.Se trata de una cerveza especial, bastante amarga, tostada en vista, con fuerte presencia del lúpulo y final en boca con ligero gusto tostado. Refrescante. Es ideal como refresco y en comidas consistentes. Carbonatación en botella de 5 meses.Estil ..."
5683,Laugar Patxi Hopman India Pale Ale,India Pale Ale,6.8,75.0,,"Laugar Patxi Hopman India Pale Ale
Cerveza que da nombre a la saga Patxi Hopman. Una IPA de intenso color dorado con predominio de notas cítricas y herbales en aroma debidos a un moderado dry hopping, sobre una notable presencia de matices cítricos en sabor, todo ello en un cuerpo medio con  ..."
5684,Quer Jai Alai,Blonde Ale,,,3.9,"Quer Jai Alai   Cervesa rossa refrescant amb aroma floral, que dona pas a fruites tropicals amb una escuma persistent de color blanc marfil i un final refrescant i agradable al paladar."
5685,Voluptuosa,Specialty Beer,6.0,,,"Voluptuosa The Black Truffle Beer 
Cerveza de alta fermentación estilo Blonde Ale, elaborada con trufa negra.
Color Amarillo dorado, con poco desprendimiento de carbónico y espuma ligera. Intensidad aromática alta, en la que encontramos notas propias de las levaduras como el pan horneado, ..."
5686,Capfoguer Meoasako,Specialty Beer,5.5,,2.75,"Capfoguer Meoasako
La nova cervesa d'arròs i llúpol japonès de Capfoguer.
Cervesa elaborada amb arròs i single hop de Sorachi Ace. Una cervesa que et portarà a l'antic Japó. Cervesa suau i refrescant, cítrica per efecte del llúpol. Una cervesa perfecta per aquest estiu!
I que dir-vos ..."
5687,La Maldita 775 Aniversario Herencia,Pale Ale,,,,"La Maldita 775 Aniversario HerenciaEdición limita para el 775 Aniversario de la Carta Puebla de Herencia, otorgada en el año 1239Pale Ale elaborada con maltas de nuestra zona y con una importante carga de lúpulo, haciendo un rico amargor y un intenso sabor y aroma a cítricos, con un toque d ..."
5688,Arriaca Porter,Porter,5.9,25.0,3.61,"Arriaca Porter es una cerveza negra, oscura y licorosa, con matices torrefactos de café, chocolate y frutos secos. 
Aspecto: De color negro, no deja pasar la luz. La espuma, en tonos canela, es cremosa y persistente.
Aroma: En nariz destacan los aromas torrefactos a café y chocolate amargo ..."
5689,Cerex Ambroz,Fruit Lambic,5.0,,,"Cerex Ambroz
Mismas características que las Cerex Jerte / Cereza pero con cerezas del Valle del Ambroz."
5690,Viriato Falcata,Weizen-Weissbier,6.8,38.0,2.81,"Viriato Falcata
 
Una rubia, de trigo, de color dorado, con carácter.
 "
5691,Exulans Stout,Foreign Extra Stout,6.2,41.0,3.36,"Exulans Stout
Estilo elaborado para el mercado tropical de principios del siglo XIX.
Color negro opaco, aroma y sabor a grano tostado, con notas de café y chocolate. Una cerveza negra con cremosa espuma de color canela muy persistente."
5692,Exulans Brown Ale,English Brown,5.0,22.0,3.14,"Exulans Brown AleColor marrón, moderado sabor a malta, con carácter acaramelado con matices tostados y a bizcocho, con muy bajo sabor a lúpulo."
5693,Exulans Festival IPA,India Pale Ale,6.0,57.0,3.37,"Exulans Festival IPA
Color dorado ámbar, aroma y sabor a lúpulos americanos con carácter floral y cítrico medio-alto. 
Equilibrada, final seco y retrogusto resinoso muy agradable. Una cerveza contundente y refrescante."
5694,Exulans Pacific Ale,Amber Ale,5.1,30.0,3.22,"Exulans Pacific Ale
Color ámbar cobrizo, aroma y sabor a lúpulo moderado, muy equilibrada con la malta tostada, dulzor inicial seguido de un toque a fruta madura con retrogusto al lúpulo neozelandés como protagonista. 
Cerveza de cuerpo medio para disfrutar con quesos azules, de cabra, ca ..."
5695,Exulans Pale Ale Nº3,American Pale Ale,5.3,27.0,3.25,"Exulans Pale Ale Nº3
Una cerveza ligera y refrescante de color dorado, con aroma y sabor medio a lúpulos americanos, de aspecto dorado con espuma blanca persistente.
Ideal para acompañar ahumados y carpaccios, quesos de vaca ligeros y riquísima con hamburguesas con mostaza."
